  3414   1779
   283    527
   332   1339
   399    483
   377    516
   347    521
   346    524
   343    471
   387    529
   337    482
   385    484
   378    482
   383    527
   336    501
   364   1333
   395    503
   366    524
   334    471
   395    521
   344    522
   343    525
   335    499
   367   1341
   386   1352
   379   1340
   395    523
   334    491
   377   1340
   385    475
   394    518
   347    474
   388    525
   344    515
   343    491
   374    476
   388    514
   347    501
   364    525
   345    475
   385    475
   387    526
   345    480
   376    482
   380    525
   344    517
   346    493
   366    525
   346    504
   357    483
   374    527
   346    463
   398    519
   346    516
   348    470
   389    527
   346    470
   390    516
   347    492
   369   1391
   342   1350
   380    517
   345    519
   343    496
   368    530
   342    482
   379  10019
  3420   1782
   387    471
   391   1347
   391    515
   345    515
   346    521
   343    473
   388    518
   348    525
   343    473
   384    519
   345    493
   376    497
   366    496
   366   1339
   398    474
   389    472
   386    482
   387    472
   389    477
   388    516
   341    528
   342   1329
   398   1368
   366   1339
   387    484
   384    480
   385   1330
   394    483
   388    492
   366    493
   374    523
   336    529
   343    516
   348    471
   388    470
   399    473
   385    525
   343    485
   374    485
   384    496
   369   1382
   345    495
   369    472
   397    493
   366   1334
   396   1352
   387    516
   347    469
   387    526
   343    517
   345    476
   390    477
   389    518
   342   1342
   395    517
   347    516
   344    483
   384    525
   336    528
   334    482
   385    525
   346    517
   342    526
   344   1329
   398   1329
   396    494
   380   1359
   365    523
   341    495
   366   1304
   434    474
   388   1340
   396    471
   385    523
   344    481
   386    493
   363    527
   343    517
   344    517
   345    471
   395    525
   337    482
   386    519
   343    526
   341    464
   396    479
   387    482
   386    516
   344    465
   397   1335
   400   1333
   398    524
   341    472
   391    514
   345    526
   340    518
   344    484
   378    483
   380    487
   385    494
   368    474
   388   1332
   399   1342
   387    493
   368   1342
   392    525
   341    476
   388    483
   377    527
   335    524
   342    471
   390    525
   342    483
   377   1395
   335    503
   366    476
   385    483
   386    474
   384    486
   386    514
   347    484
   376    525
   344    514
   352    486
   367    483
   388    481
   384    516
   346   1335
   399    483
   377    519
   345    517
   344    527
   333    526
   339    484
   380    528
   343    518
   337    480
   386   1345
   387   1344
   391    472
   387    526
   344    517
   343    486
   376    481
   386   1338
   388   1338
   397    476
   385   1338
   396    483
   378   1342
   387   1340
   396    514
   341  42934
